WB_A3,NAM_0,GEM_PGA_mean,GEM_PGA_median,FLOOD_mean,FLOOD_median,STORM_mean,STORM_median
BES,"Bonaire, Sint Eustatius and Saba (Neth.)",0.02563025779664119,0.02498405985606866,0.0,0.0,41.51204299926758,41.51204299926758
BHS,The Bahamas,0.024136963711879674,0.0,0.037141255116578134,0.0,44.856820565682874,44.82567596435547
COL,Colombia,0.16497521894690678,0.1312298,0.08400742112108359,0.0,1.0069044904736757,0.0
CUB,Cuba,0.09960525146165453,0.06628039666291471,0.020462190495235996,0.0,42.57780090065502,42.46253204345703
CUW,Cura̤ao (Neth.),0.0410292356956904,0.041091800000036593,0.005768885139290613,0.0,40.749595642089844,40.71721649169922
CYM,Cayman Islands (U.K.),0.11506836632109683,0.12610040000039155,0.06525234809288612,0.0,45.178138732910156,45.19158172607422
HND,Honduras,0.2577988820297178,0.2641413999977936,0.08955752180476038,0.0,28.40998733108108,27.139968872070312
,Haiti,0.3231395063472418,0.31880716272282006,0.002036054315769631,0.0,44.90677284983407,45.522552490234375
JAM,Jamaica,0.2948356460543995,0.2870422923585838,0.005202144704839234,0.0,45.638027759308514,45.65365219116211
NIC,Nicaragua,0.27499670354694455,0.19651656246073607,0.04517656896792974,0.0,28.1782506761524,26.723249435424805
SLV,El Salvador,0.5936540672120457,0.6084542974622398,0.09259329023371773,0.0,13.378473772321428,18.44985008239746
TCA,Turks and Caicos Islands (U.K.),0.115823110323936,0.11343062772810093,0.07127945728791066,0.0,46.643025716145836,46.655120849609375
BOL,Bolivia,0.10446355662754293,0.03884766584716226,0.05925645072476681,0.0,0.0,0.0
CRI,Costa Rica,0.5908371694650497,0.5877591530480484,0.061826130643118656,0.0,9.54686799117823,0.0
ECU,Ecuador,0.4080996281549424,0.42740070886716774,0.05540761593033178,0.0,0.0,0.0
GTM,Guatemala,0.4078048553868022,0.4204654501536109,0.03163363792624184,0.0,18.288116888661204,21.38312339782715
MEX,Mexico,0.15176630999388266,0.0552353894105108,0.049623127671317276,0.0,20.12270061461219,23.030431747436523
PAN,Panama,0.3241392773660053,0.27169179999999543,0.06645486061769175,0.0,0.0,0.0
PER,Peru,0.33964733479562736,0.35413709999999343,0.07346600329986774,0.0,0.0,0.0
BLZ,Belize,0.11776432194095884,0.09309159045711514,0.028983534080372943,0.0,38.791112208104394,39.636104583740234
UMI,U.S. Minor Outlying Islands,,,0.0,0.0,0.0,0.0
ARG,Argentina,0.10136256145137786,0.027456039999999963,0.04071198131873619,0.0,0.0,0.0
PRY,Paraguay,0.01600744808676935,0.009119485180068786,0.11199351120270827,0.0,0.0,0.0
ASM,American Samoa (U.S.),0.1521761587058878,0.15331028869425467,0.0,0.0,0.0,0.0
CHL,Chile,0.418828983464288,0.43411349999999993,0.02014672762655273,0.0,0.0,0.0
COK,Cook Islands (N.Z.),0.0,0.0,0.0,0.0,0.0,0.0
FRA,Clipperton Island (Fr.),,,0.0,0.0,0.0,0.0
KIR,Kiribati,0.00041653885714285717,0.0,0.23773920355902778,0.0,0.0,0.0
NIU,Niue (N.Z.),0.049793355891208445,0.04958748683026788,0.0,0.0,0.0,0.0
PCN,Pitcairn Islands (U.K.),,,0.0,0.0,0.0,0.0
PYF,French Polynesia (Fr.),0.0,0.0,0.018354863596658996,0.0,0.0,0.0
TKL,Tokelau (N.Z.),,,0.0,0.0,0.0,0.0
TON,Tonga,0.8346275548106167,0.8580163976921525,0.0,0.0,0.0,0.0
UMI,U.S. Minor Outlying Islands (U.S.),,,0.0,0.0,0.0,0.0
UMI,U.S. Minor Outlying Islands (U.S.),,,0.0,0.0,0.0,0.0
UMI,U.S. Minor Outlying Islands (U.S.),,,0.0,0.0,0.0,0.0
UMI,U.S. Minor Outlying Islands (U.S.),,,0.0,0.0,0.0,0.0
UMI,U.S. Minor Outlying Islands (U.S.),,,0.0,0.0,0.0,0.0
URY,Uruguay,0.00023066898564145624,0.0,0.07077651320841731,0.0,0.0,0.0
WLF,Wallis and Futuna (Fr.),0.23706808493688086,0.23706808493688086,0.0,0.0,0.0,0.0
WSM,Samoa,0.13135855941972197,0.116642,0.0,0.0,0.0,0.0
